"VIN","County","City","Year","Make","Model","Range"
"5YJXCAE40G","King","Sammamish",2016,"WallE","Delta",200
"5YJ3E1EB7L","Chelan","Wenatchee",2020,"WallE","Alpha",322
"5YJXCBE28L","King","Bellevue",2020,"WallE","Delta",293
"5YJSA1H28F","King","North Bend",2015,"WallE","Beta",208
"5YJSA1E26G","Snohomish","Lynnwood",2016,"WallE","Beta",210
"5YJ3E1EB1J","Snohomish","Lynnwood",2018,"WallE","Alpha",215
"5YJXCBE25J","Snohomish","Everett",2018,"WallE","Delta",238
"5YJ3E1EB3J","King","Redmond",2018,"WallE","Alpha",215
"5YJ3E1EB4K","Snohomish","Everett",2019,"WallE","Alpha",220
"5YJ3E1EB1L","King","Bellevue",2020,"WallE","Alpha",322
"5YJSA1E2XK","King","Bellevue",2019,"WallE","Beta",270
"5YJXCDE27L","Clark","Vancouver",2020,"WallE","Delta",289
"5YJXCDE25H","King","Woodinville",2017,"WallE","Delta",200
"5YJYGDEE6L","King","Sammamish",2020,"WallE","Omega",291
"5YJ3E1EB3J","Lewis","Centralia",2018,"WallE","Alpha",215
"5YJ3E1EA2K","Spokane","Spokane",2019,"WallE","Alpha",220
"5YJ3E1EA0K","Whatcom","Blaine",2019,"WallE","Alpha",220
"5YJSA1E21G","Snohomish","Brier",2016,"WallE","Beta",210
"5YJXCDE2XK","King","Renton",2019,"WallE","Delta",289
"5YJSA1H28F","Kitsap","Bainbridge Island",2015,"WallE","Beta",208
"5YJSA1H16E","Whatcom","Blaine",2014,"WallE","Beta",208
"5YJ3E1EA0K","King","Seattle",2019,"WallE","Alpha",220
"5YJYGDEE4L","King","Seattle",2020,"WallE","Omega",291
"5YJ3E1EA4H","Whatcom","Blaine",2017,"WallE","Alpha",220
"5YJ3E1EA0J","Snohomish","Sultan",2018,"WallE","Alpha",215
"5YJ3E1EA5K","King","Redmond",2019,"WallE","Alpha",220
"5YJSA1E29J","King","Redmond",2018,"WallE","Beta",249
"5YJSA1H16E","Yakima","Yakima",2014,"WallE","Beta",208
"5YJ3E1EB0J","Franklin","Pasco",2018,"WallE","Alpha",215
"5YJ3E1EB2J","King","Kent",2018,"WallE","Alpha",215
"5YJSA1H24E","King","Renton",2014,"WallE","Beta",208
"5YJ3E1EA8J","Snohomish","Lake Stevens",2018,"WallE","Alpha",215
"5YJ3E1EB9L","Thurston","Lacey",2020,"WallE","Alpha",322
"5YJ3E1EB0K","Pierce","Tacoma",2019,"WallE","Alpha",220
"5YJ3E1EA0K","Thurston","Yelm",2019,"WallE","Alpha",220
"5YJ3E1EA8J","Pierce","Edgewood",2018,"WallE","Alpha",215
"5YJ3E1EB8L","King","Enumclaw",2020,"WallE","Alpha",322
"5YJ3E1EB7K","King","Issaquah",2019,"WallE","Alpha",220
"5YJ3E1EB6K","King","Seattle",2019,"WallE","Alpha",220
"5YJ3E1EA2K","King","Maple Valley",2019,"WallE","Alpha",220
"5YJYGDEE8L","King","Kirkland",2020,"WallE","Omega",291
"5YJ3E1EB7K","Chelan","Leavenworth",2019,"WallE","Alpha",220
"5YJSA1E26K","King","Seattle",2019,"WallE","Beta",270
"5YJ3E1EB7J","Snohomish","Everett",2018,"WallE","Alpha",215
"5YJSA1DN1C","Skagit","Anacortes",2012,"WallE","Beta",265
"5YJ3E1EA4J","Pacific","Long Beach",2018,"WallE","Alpha",215
"5YJ3E1EA6J","Island","Oak Harbor",2018,"WallE","Alpha",215
"5YJ3E1EA2J","King","Seattle",2018,"WallE","Alpha",215
"5YJSA1E23G","Snohomish","Lake Stevens",2016,"WallE","Beta",210
"5YJSA1E45G","Clark","Battle Ground",2016,"WallE","Beta",210
"5YJSA1E24H","Pierce","Tacoma",2017,"WallE","Beta",210
"5YJSA1H11E","Pierce","Gig Harbor",2014,"WallE","Beta",208
"5YJYGDEF6L","Pierce","South Hill",2020,"WallE","Omega",291
"5YJYGDEE5L","Benton","Kennewick",2020,"WallE","Omega",291
"5YJ3E1EB9L","King","Maple Valley",2020,"WallE","Alpha",322
"5YJ3E1EA7L","King","Bellevue",2020,"WallE","Alpha",266
"5YJ3E1EB9J","King","Kirkland",2018,"WallE","Alpha",215
"5YJSA1H21E","King","Maple Valley",2014,"WallE","Beta",208
"5YJ3E1EB1K","King","Seattle",2019,"WallE","Alpha",220
"5YJ3E1EA1J","Snohomish","Lake Stevens",2018,"WallE","Alpha",215
"5YJSA1E27J","Snohomish","Stanwood",2018,"WallE","Beta",249
"5YJ3E1EAXK","Whatcom","Bellingham",2019,"WallE","Alpha",220
"5YJ3E1EAXJ","King","Seattle",2018,"WallE","Alpha",215
"5YJYGDEF5L","Spokane","Medical Lake",2020,"WallE","Omega",291
"5YJSA1E20G","Grays Harbor","Aberdeen",2016,"WallE","Beta",210
"5YJ3E1EB1J","Benton","West Richland",2018,"WallE","Alpha",215
"5YJXCAE24J","Whatcom","Bellingham",2018,"WallE","Delta",238
"5YJ3E1EA3K","Clallam","Sequim",2019,"WallE","Alpha",220
"5YJ3E1EB4K","Spokane","Veradale",2019,"WallE","Alpha",220
"5YJYGDEE4L","Snohomish","Monroe",2020,"WallE","Omega",291
"5YJYGDEE6L","Snohomish","Everett",2020,"WallE","Omega",291
"5YJ3E1EA4K","Snohomish","Bothell",2019,"WallE","Alpha",220
"5YJ3E1EBXJ","Snohomish","Monroe",2018,"WallE","Alpha",215
"5YJXCBE26G","Pierce","Lakebay",2016,"WallE","Delta",200
"5YJ3E1EC9L","Snohomish","Bothell",2020,"WallE","Alpha",308
"5YJYGDEF1L","Franklin","Pasco",2020,"WallE","Omega",291
"5YJSA1E24H","Pierce","Puyallup",2017,"WallE","Beta",210
"5YJ3E1EA5L","Snohomish","Lynnwood",2020,"WallE","Alpha",266
"5YJ3E1EB6L","Snohomish","Snohomish",2020,"WallE","Alpha",322
"5YJXCAE28J","Pierce","Steilacoom",2018,"WallE","Delta",238
"5YJXCDE27H","Whitman","Pullman",2017,"WallE","Delta",200
"5YJSA1E23F","King","Seattle",2015,"WallE","Beta",208
"5YJYGDEE2L","King","Sammamish",2020,"WallE","Omega",291
"5YJ3E1EB7L","King","Seattle",2020,"WallE","Alpha",322
"5YJSA1E23H","Thurston","Olympia",2017,"WallE","Beta",210
"5YJ3E1EB0K","Snohomish","Edmonds",2019,"WallE","Alpha",220
"5YJ3E1EBXK","Pierce","Tacoma",2019,"WallE","Alpha",220
"5YJ3E1EB3K","Snohomish","Mukilteo",2019,"WallE","Alpha",220
"5YJSA1E21H","King","Bellevue",2017,"WallE","Beta",210
"5YJXCBE49G","Skagit","Mount Vernon",2016,"WallE","Delta",200
"5YJSA1CN2D","Pierce","Sumner",2013,"WallE","Beta",208
"5YJ3E1EBXJ","Whatcom","Everson",2018,"WallE","Alpha",215
"5YJSA1E22H","King","Bellevue",2017,"WallE","Beta",210
"5YJSA1E22G","King","Seattle",2016,"WallE","Beta",210
"5YJXCAE20L","King","Seattle",2020,"WallE","Delta",293
"5YJSA1H27F","Snohomish","Bothell",2015,"WallE","Beta",208
"5YJ3E1EA2K","King","Newcastle",2019,"WallE","Alpha",220
"5YJ3E1EB3J","King","Vashon",2018,"WallE","Alpha",215
"5YJXCAE45H","Grant","Ephrata",2017,"WallE","Delta",200
"5YJ3E1EB9J","Benton","Richland",2018,"WallE","Alpha",215
"5YJ3E1E19J","King","Kirkland",2018,"WallE","Alpha",215
"5YJSA1E21G","Skagit","Mount Vernon",2016,"WallE","Beta",210
"5YJYGDEE9L","King","Seattle",2020,"WallE","Omega",291
"5YJXCBE45H","King","Bellevue",2017,"WallE","Delta",200
"5YJSA1H2XF","Island","Oak Harbor",2015,"WallE","Beta",208
"5YJ3E1EA6J","Pierce","Sumner",2018,"WallE","Alpha",215
"5YJ3E1EA5L","Snohomish","Marysville",2020,"WallE","Alpha",266
"5YJ3E1EA7K","King","Renton",2019,"WallE","Alpha",220
"5YJ3E1EA1K","Pierce","Edgewood",2019,"WallE","Alpha",220
"5YJXCBE20J","Spokane","Spokane",2018,"WallE","Delta",238
"5YJSA1DN0D","Snohomish","Bothell",2013,"WallE","Beta",208
"5YJYGDEF4L","King","Vashon",2020,"WallE","Omega",291
"5YJXCAE25L","Snohomish","Marysville",2020,"WallE","Delta",293
"5YJ3E1EA0K","Snohomish","Lynnwood",2019,"WallE","Alpha",220
"5YJSA1H28F","Clark","Vancouver",2015,"WallE","Beta",208
"5YJSA1E27G","King","Seattle",2016,"WallE","Beta",210
"5YJ3E1EAXL","Island","Langley",2020,"WallE","Alpha",266
"5YJ3E1EB9K","King","Mercer Island",2019,"WallE","Alpha",220
"5YJ3E1EC5L","Kittitas","Ellensburg",2020,"WallE","Alpha",308
"5YJSA1E2XJ","King","Woodinville",2018,"WallE","Beta",249
"5YJ3E1EB4J","Ferry","Curlew",2018,"WallE","Alpha",215
"5YJ3E1EB4J","King","Sammamish",2018,"WallE","Alpha",215
"5YJ3E1EB7J","King","Bellevue",2018,"WallE","Alpha",215
"5YJ3E1EA2J","Snohomish","Edmonds",2018,"WallE","Alpha",215
"5YJ3E1EA9K","Whatcom","Ferndale",2019,"WallE","Alpha",220
"5YJYGDEE2L","Snohomish","Sultan",2020,"WallE","Omega",291
"5YJSA1DN6C","King","Woodinville",2012,"WallE","Beta",265
"5YJXCBE26H","King","Kirkland",2017,"WallE","Delta",200
"5YJ3E1EA2J","Thurston","Lacey",2018,"WallE","Alpha",215
"5YJ3E1EBXL","King","Kent",2020,"WallE","Alpha",322
"5YJSA1E24F","Benton","Kennewick",2015,"WallE","Beta",208
"5YJ3E1EA5L","Skagit","Bow",2020,"WallE","Alpha",266
"5YJXCDE27H","San Juan","Friday Harbor",2017,"WallE","Delta",200
"5YJSA1E2XH","King","Woodinville",2017,"WallE","Beta",210
"5YJ3E1EAXJ","Snohomish","Everett",2018,"WallE","Alpha",215
"5YJ3E1EB3J","Pierce","Bonney Lake",2018,"WallE","Alpha",215
"5YJ3E1EB5K","Pierce","Steilacoom",2019,"WallE","Alpha",220
"5YJSA1E27H","Clark","Ridgefield",2017,"WallE","Beta",210
"5YJSA1E21H","Chelan","Manson",2017,"WallE","Beta",210
"5YJXCAE48K","King","Seattle",2019,"WallE","Delta",289
"5YJYGDEE0L","King","Kenmore",2020,"WallE","Omega",291
"5YJSA1S19E","King","Woodinville",2014,"WallE","Beta",208
"5YJSA1H16E","Skagit","Anacortes",2014,"WallE","Beta",208
"5YJ3E1EB4L","Snohomish","Everett",2020,"WallE","Alpha",322
"5YJSA1E4XF","King","Redmond",2015,"WallE","Beta",208
"5YJYGDEE4L","King","Seattle",2020,"WallE","Omega",291
"5YJ3E1EA7J","King","Bellevue",2018,"WallE","Alpha",215
"5YJSA1H20F","Pierce","Tacoma",2015,"WallE","Beta",208
"5YJXCDE27J","King","Redmond",2018,"WallE","Delta",238
"5YJ3E1EB1J","Benton","Kennewick",2018,"WallE","Alpha",215
"5YJ3E1EB7J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EA1J","King","Bellevue",2018,"WallE","Alpha",215
"5YJSA1E2XL","Snohomish","Edmonds",2020,"WallE","Beta",330
"5YJ3E1EA7J","Snohomish","Lynnwood",2018,"WallE","Alpha",215
"5YJ3E1EB4J","Stevens","Kettle Falls",2018,"WallE","Alpha",215
"5YJ3E1EAXJ","Clark","Battle Ground",2018,"WallE","Alpha",215
"5YJ3E1EA5J","Snohomish","Everett",2018,"WallE","Alpha",215
"5YJYGDEF4L","Kitsap","Port Orchard",2020,"WallE","Omega",291
"5YJ3E1EB3K","Pierce","Gig Harbor",2019,"WallE","Alpha",220
"5YJSA1CG2D","King","Seattle",2013,"WallE","Beta",208
"5YJ3E1EC7L","Pierce","Tacoma",2020,"WallE","Alpha",308
"5YJ3E1EB0L","Chelan","Wenatchee",2020,"WallE","Alpha",322
"5YJ3E1EB5K","Clark","Vancouver",2019,"WallE","Alpha",220
"5YJ3E1EA2K","Clark","Washougal",2019,"WallE","Alpha",220
"5YJ3E1EA3L","King","Redmond",2020,"WallE","Alpha",266
"5YJ3E1EA2K","Pierce","Parkland",2019,"WallE","Alpha",220
"5YJ3E1EA1L","King","Issaquah",2020,"WallE","Alpha",266
"5YJSA1E1XG","Pierce","Lakewood",2016,"WallE","Beta",210
"5YJXCAE28H","Benton","Kennewick",2017,"WallE","Delta",200
"5YJ3E1EB9J","Benton","Kennewick",2018,"WallE","Alpha",215
"5YJ3E1EA1L","Pierce","Puyallup",2020,"WallE","Alpha",266
"5YJSA1DP2C","King","Black Diamond",2012,"WallE","Beta",265
"5YJ3E1EB6J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EB9J","Snohomish","Lake Stevens",2018,"WallE","Alpha",215
"5YJSA4H23F","Clark","Ridgefield",2015,"WallE","Beta",208
"5YJYGDEE7L","Spokane","Cheney",2020,"WallE","Omega",291
"5YJ3E1EA9L","Jefferson","Port Townsend",2020,"WallE","Alpha",266
"5YJXCDE26J","Snohomish","Mukilteo",2018,"WallE","Delta",238
"5YJSA1E46H","King","Seattle",2017,"WallE","Beta",210
"5YJ3E1EAXK","Kitsap","Port Orchard",2019,"WallE","Alpha",220
"5YJSA1CG3D","King","Auburn",2013,"WallE","Beta",208
"5YJSA1BG9D","King","Bellevue",2013,"WallE","Beta",208
"5YJ3E1EA1H","King","Seattle",2017,"WallE","Alpha",220
"5YJXCDE26L","King","Kirkland",2020,"WallE","Delta",289
"5YJSA1E28F","San Juan","Friday Harbor",2015,"WallE","Beta",208
"5YJ3E1EB0K","Skagit","Mount Vernon",2019,"WallE","Alpha",220
"5YJSA1E21L","King","Sammamish",2020,"WallE","Beta",330
"5YJSA1CN8D","King","Woodinville",2013,"WallE","Beta",208
"5YJXCBE28L","Benton","Kennewick",2020,"WallE","Delta",293
"5YJ3E1EB6L","Grant","Moses Lake",2020,"WallE","Alpha",322
"5YJ3E1EB1K","King","Kirkland",2019,"WallE","Alpha",220
"5YJ3E1EA1J","Madison","Saint Jacob",2018,"WallE","Alpha",215
"5YJ3E1EA2J","Thurston","Olympia",2018,"WallE","Alpha",215
"5YJ3E1EA8J","Snohomish","Mountlake Terrace",2018,"WallE","Alpha",215
"5YJSA1H21E","Pierce","Tacoma",2014,"WallE","Beta",208
"5YJSA1E10G","Whatcom","Ferndale",2016,"WallE","Beta",210
"5YJSA1E25H","King","Kirkland",2017,"WallE","Beta",210
"5YJXCAE2XL","Snohomish","Stanwood",2020,"WallE","Delta",293
"5YJXCBE26G","King","Renton",2016,"WallE","Delta",200
"5YJ3E1EA0J","Clark","Vancouver",2018,"WallE","Alpha",215
"5YJSA1CGXD","King","Seattle",2013,"WallE","Beta",208
"5YJ3E1EB9J","Snohomish","Edmonds",2018,"WallE","Alpha",215
"5YJ3E1EA9J","King","Issaquah",2018,"WallE","Alpha",215
"5YJ3E1EB5J","Benton","Richland",2018,"WallE","Alpha",215
"5YJ3E1EB1J","Snohomish","Arlington",2018,"WallE","Alpha",215
"5YJ3E1EAXK","Spokane","Spokane",2019,"WallE","Alpha",220
"5YJSA1E23J","King","Issaquah",2018,"WallE","Beta",249
"5YJ3E1EA7L","Skagit","Anacortes",2020,"WallE","Alpha",266
"5YJYGDEE0L","Snohomish","Everett",2020,"WallE","Omega",291
"5YJXCBE27H","Thurston","Lacey",2017,"WallE","Delta",200
"5YJ3E1EB8L","Snohomish","Bothell",2020,"WallE","Alpha",322
"5YJSA1E29J","Mason","Shelton",2018,"WallE","Beta",249
"5YJ3E1EC8L","Clark","Vancouver",2020,"WallE","Alpha",308
"5YJSA1H23F","King","Redmond",2015,"WallE","Beta",208
"5YJ3E1EB5L","Snohomish","Bothell",2020,"WallE","Alpha",322
"5YJ3E1EB2J","King","Seattle",2018,"WallE","Alpha",215
"5YJSA1E29H","Snohomish","Lake Stevens",2017,"WallE","Beta",210
"5YJSA1E2XK","King","Woodinville",2019,"WallE","Beta",270
"5YJSA1E23J","King","North Bend",2018,"WallE","Beta",249
"5YJ3E1EBXL","Yakima","Grandview",2020,"WallE","Alpha",322
"5YJ3E1EB4J","Pierce","South Hill",2018,"WallE","Alpha",215
"5YJ3E1EB0J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EBXJ","King","Bellevue",2018,"WallE","Alpha",215
"5YJ3E1EB3K","Clallam","Sequim",2019,"WallE","Alpha",220
"5YJYGDEEXL","King","Redmond",2020,"WallE","Omega",291
"5YJXCBE26G","Snohomish","Lake Stevens",2016,"WallE","Delta",200
"5YJ3E1EA1L","King","Fall City",2020,"WallE","Alpha",266
"5YJ3E1EB8L","King","Kirkland",2020,"WallE","Alpha",322
"5YJ3E1EB3J","King","Kirkland",2018,"WallE","Alpha",215
"5YJ3E1EB8K","King","Seattle",2019,"WallE","Alpha",220
"5YJ3E1EB7L","Clallam","Sekiu",2020,"WallE","Alpha",322
"5YJ3E1EBXJ","King","Seattle",2018,"WallE","Alpha",215
"5YJSA1E25F","King","Seattle",2015,"WallE","Beta",208
"5YJ3E1EB5K","King","Issaquah",2019,"WallE","Alpha",220
"5YJSA1E26H","King","Burien",2017,"WallE","Beta",210
"5YJSA1CG5D","Kitsap","Bainbridge Island",2013,"WallE","Beta",208
"5YJ3E1EB0J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EAXK","King","Seattle",2019,"WallE","Alpha",220
"5YJYGDEE9L","Benton","Richland",2020,"WallE","Omega",291
"5YJSA1E24H","Kitsap","Port Orchard",2017,"WallE","Beta",210
"5YJSA1E25H","King","Kent",2017,"WallE","Beta",210
"5YJXCAE48G","King","Kirkland",2016,"WallE","Delta",200
"5YJ3E1EA9J","Snohomish","Arlington",2018,"WallE","Alpha",215
"5YJ3E1EA1J","Snohomish","Mill Creek",2018,"WallE","Alpha",215
"5YJSA1E44L","Mason","Belfair",2020,"WallE","Beta",337
"5YJ3E1EA0J","Snohomish","Lynnwood",2018,"WallE","Alpha",215
"5YJXCBE46G","Pierce","Lakebay",2016,"WallE","Delta",200
"5YJSA1E2XH","King","Ravensdale",2017,"WallE","Beta",210
"5YJ3E1EC8L","King","Seattle",2020,"WallE","Alpha",308
"5YJ3E1EA6J","King","Renton",2018,"WallE","Alpha",215
"5YJ3E1EA7K","Whatcom","Bellingham",2019,"WallE","Alpha",220
"5YJ3E1EB6L","Clark","Vancouver",2020,"WallE","Alpha",322
"5YJ3E1EA3J","Kitsap","Bremerton",2018,"WallE","Alpha",215
"5YJSA1CN7D","King","Redmond",2013,"WallE","Beta",208
"5YJ3E1EA0J","King","Bellevue",2018,"WallE","Alpha",215
"5YJXCAE44K","Pierce","Pacific",2019,"WallE","Delta",289
"5YJ3E1EA9J","Whatcom","Bellingham",2018,"WallE","Alpha",215
"5YJYGDEE2L","King","Seattle",2020,"WallE","Omega",291
"5YJSA1E28L","Clark","Vancouver",2020,"WallE","Beta",330
"5YJ3E1EA3J","King","Renton",2018,"WallE","Alpha",215
"5YJSA1E29J","Whitman","Pullman",2018,"WallE","Beta",249
"5YJ3E1EA2L","Clark","Camas",2020,"WallE","Alpha",266
"5YJ3E1EA6J","Clark","Vancouver",2018,"WallE","Alpha",215
"5YJ3E1EBXJ","Snohomish","Mukilteo",2018,"WallE","Alpha",215
"5YJXCBE24H","King","North Bend",2017,"WallE","Delta",200
"5YJXCAE48H","Snohomish","Everett",2017,"WallE","Delta",200
"5YJ3E1EB9K","King","Bellevue",2019,"WallE","Alpha",220
"5YJ3E1EB4J","King","Kirkland",2018,"WallE","Alpha",215
"5YJ3E1EB9J","King","Woodinville",2018,"WallE","Alpha",215
"5YJ3E1EC5L","Whatcom","Bellingham",2020,"WallE","Alpha",308
"5YJXCDE4XK","Skagit","La Conner",2019,"WallE","Delta",289
"5YJ3E1EB6J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EA7J","Pierce","Tacoma",2018,"WallE","Alpha",215
"5YJ3E1EBXK","King","Issaquah",2019,"WallE","Alpha",220
"5YJ3E1EC5L","Yakima","Yakima",2020,"WallE","Alpha",308
"5YJ3E1EA0J","Snohomish","Lake Stevens",2018,"WallE","Alpha",215
"5YJ3E1EBXJ","Yakima","Sunnyside",2018,"WallE","Alpha",215
"5YJ3E1EA4K","Snohomish","Stanwood",2019,"WallE","Alpha",220
"5YJ3E1EBXK","San Juan","Lopez Island",2019,"WallE","Alpha",220
"5YJXCDE27H","Snohomish","Marysville",2017,"WallE","Delta",200
"5YJXCBE20J","Pierce","Bonney Lake",2018,"WallE","Delta",238
"5YJ3E1EB0J","King","Sammamish",2018,"WallE","Alpha",215
"5YJ3E1EA3J","Snohomish","Everett",2018,"WallE","Alpha",215
"5YJ3E1EB2J","Lewis","Mossyrock",2018,"WallE","Alpha",215
"5YJYGDEE4L","Clark","Vancouver",2020,"WallE","Omega",291
"5YJ3E1EA4J","Benton","Kennewick",2018,"WallE","Alpha",215
"5YJ3E1EB4L","King","Kent",2020,"WallE","Alpha",322
"5YJYGDEEXL","Snohomish","Snohomish",2020,"WallE","Omega",291
"5YJ3E1EA2L","Lewis","Chehalis",2020,"WallE","Alpha",266
"5YJ3E1EB3K","King","Issaquah",2019,"WallE","Alpha",220
"5YJ3E1EC2L","Benton","Prosser",2020,"WallE","Alpha",308
"5YJXCBE2XG","Chelan","Leavenworth",2016,"WallE","Delta",200
"5YJXCBE40L","King","Redmond",2020,"WallE","Delta",293
"5YJ3E1EBXL","King","Maple Valley",2020,"WallE","Alpha",322
"5YJXCBE26L","Spokane","Spokane",2020,"WallE","Delta",293
"5YJ3E1EC0L","Snohomish","Marysville",2020,"WallE","Alpha",308
"5YJSA1H2XF","Pierce","Puyallup",2015,"WallE","Beta",208
"5YJ3E1EA6K","King","Auburn",2019,"WallE","Alpha",220
"5YJYGDEEXL","Pierce","Puyallup",2020,"WallE","Omega",291
"5YJSA1E21H","King","Kirkland",2017,"WallE","Beta",210
"5YJSA1CP3D","Kitsap","Port Orchard",2013,"WallE","Beta",208
"5YJ3E1EB4J","Pierce","Gig Harbor",2018,"WallE","Alpha",215
"5YJSA1E23J","Pierce","Puyallup",2018,"WallE","Beta",249
"5YJSA1E23L","Snohomish","Everett",2020,"WallE","Beta",330
"5YJ3E1EB0K","King","Clyde Hill",2019,"WallE","Alpha",220
"5YJ3E1EA4J","Jefferson","Port Townsend",2018,"WallE","Alpha",215
"5YJ3E1EB8K","Pierce","South Hill",2019,"WallE","Alpha",220
"5YJSA1E24L","Clark","Vancouver",2020,"WallE","Beta",330
"5YJ3E1EA6L","Snohomish","Edmonds",2020,"WallE","Alpha",266
"5YJ3E1EB5J","Whatcom","Ferndale",2018,"WallE","Alpha",215
"5YJSA1DP9C","King","Woodinville",2012,"WallE","Beta",265
"5YJ3E1EAXK","Whitman","Pullman",2019,"WallE","Alpha",220
"5YJSA1S16E","Snohomish","Everett",2014,"WallE","Beta",208
"5YJYGDEF9L","King","Kirkland",2020,"WallE","Omega",291
"5YJSA1E25G","Snohomish","Marysville",2016,"WallE","Beta",210
"5YJ3E1EA3K","Snohomish","Stanwood",2019,"WallE","Alpha",220
"5YJ3E1EB6K","King","Seattle",2019,"WallE","Alpha",220
"5YJSA1E28J","King","Bellevue",2018,"WallE","Beta",249
"5YJ3E1EA3K","Benton","Benton City",2019,"WallE","Alpha",220
"5YJSA1E24G","Snohomish","Snohomish",2016,"WallE","Beta",210
"5YJSA1E1XH","Snohomish","Everett",2017,"WallE","Beta",210
"5YJXCAE27H","Pierce","Tacoma",2017,"WallE","Delta",200
"5YJ3E1ECXL","Yakima","Yakima",2020,"WallE","Alpha",308
"5YJYGDEE1L","King","Redmond",2020,"WallE","Omega",291
"5YJ3E1EB8J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EB6J","Snohomish","Lynnwood",2018,"WallE","Alpha",215
"5YJ3E1EB1L","Snohomish","Bothell",2020,"WallE","Alpha",322
"5YJSA1E28H","King","Clyde Hill",2017,"WallE","Beta",210
"5YJSA1E22G","King","Woodinville",2016,"WallE","Beta",210
"5YJSA1E23J","King","Enumclaw",2018,"WallE","Beta",249
"5YJ3E1EB4L","King","Kirkland",2020,"WallE","Alpha",322
"5YJ3E1EA7K","Pierce","Gig Harbor",2019,"WallE","Alpha",220
"5YJSA1S2XF","Whatcom","Bellingham",2015,"WallE","Beta",208
"5YJ3E1EA9L","King","Seattle",2020,"WallE","Alpha",266
"5YJ3E1EB6L","King","Seattle",2020,"WallE","Alpha",322
"5YJXCBE22G","King","Clyde Hill",2016,"WallE","Delta",200
"5YJSA1E24H","Whatcom","Bellingham",2017,"WallE","Beta",210
"5YJXCBE21L","Clark","Vancouver",2020,"WallE","Delta",293
"5YJ3E1EA0J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EB2L","Franklin","Pasco",2020,"WallE","Alpha",322
"5YJYGDEE4L","Clark","Washougal",2020,"WallE","Omega",291
"5YJ3E1EA7L","King","Renton",2020,"WallE","Alpha",266
"5YJ3E1EA5K","Grant","Quincy",2019,"WallE","Alpha",220
"5YJSA1E19H","Kitsap","Bainbridge Island",2017,"WallE","Beta",210
"5YJYGDEE8L","King","Redmond",2020,"WallE","Omega",291
"5YJ3E1EA4K","King","Woodinville",2019,"WallE","Alpha",220
"5YJ3E1EB0K","Pierce","Tacoma",2019,"WallE","Alpha",220
"5YJ3E1EB6K","King","Woodinville",2019,"WallE","Alpha",220
"5YJ3E1EC2L","Pierce","Tacoma",2020,"WallE","Alpha",308
"5YJ3E1EB0J","Clark","Vancouver",2018,"WallE","Alpha",215
"5YJ3E1EB4J","Snohomish","Everett",2018,"WallE","Alpha",215
"5YJ3E1EB4K","King","Mercer Island",2019,"WallE","Alpha",220
"5YJYGDEF8L","King","Seattle",2020,"WallE","Omega",291
"5YJ3E1EB2K","Snohomish","Bothell",2019,"WallE","Alpha",220
"5YJSA1E21H","King","Kenmore",2017,"WallE","Beta",210
"5YJ3E1EB5K","Spokane","Greenacres",2019,"WallE","Alpha",220
"5YJ3E1EB4J","San Juan","Eastsound",2018,"WallE","Alpha",215
"5YJ3E1EB9J","Yakima","Yakima",2018,"WallE","Alpha",215
"5YJXCDE27H","King","Pacific",2017,"WallE","Delta",200
"5YJ3E1EB9J","King","Vashon",2018,"WallE","Alpha",215
"5YJSA1S10E","King","Redmond",2014,"WallE","Beta",208
"5YJ3E1EA8K","King","Seattle",2019,"WallE","Alpha",220
"5YJSA1H15E","Spokane","Spokane Valley",2014,"WallE","Beta",208
"5YJXCAE44G","Pierce","Fircrest",2016,"WallE","Delta",200
"5YJSA1E24H","King","Bellevue",2017,"WallE","Beta",210
"5YJYGDEE1L","King","Redmond",2020,"WallE","Omega",291
"5YJYGDEE9L","Pierce","Bonney Lake",2020,"WallE","Omega",291
"5YJSA1E26J","Pierce","Tacoma",2018,"WallE","Beta",249
"5YJ3E1EB9J","Kitsap","Bremerton",2018,"WallE","Alpha",215
"5YJSA1E21H","Thurston","Olympia",2017,"WallE","Beta",210
"5YJSA1CN3D","Island","Oak Harbor",2013,"WallE","Beta",208
"5YJSA1BC1D","Thurston","Olympia",2013,"WallE","Beta",208
"5YJ3E1EA3L","King","Mercer Island",2020,"WallE","Alpha",266
"5YJSA1E22J","King","Enumclaw",2018,"WallE","Beta",249
"5YJ3E1EA5L","Snohomish","Everett",2020,"WallE","Alpha",266
"5YJSA1E23J","King","Newcastle",2018,"WallE","Beta",249
"5YJSA1E23J","King","Mercer Island",2018,"WallE","Beta",249
"5YJXCBE25K","King","Bellevue",2019,"WallE","Delta",289
"5YJYGDEF1L","Snohomish","Lynnwood",2020,"WallE","Omega",291
"5YJSA1H1XE","King","Auburn",2014,"WallE","Beta",208
"5YJ3E1EA5J","King","Kirkland",2018,"WallE","Alpha",215
"5YJXCDE29K","Snohomish","Marysville",2019,"WallE","Delta",289
